As of Date,Company,Account,AU,Currency,Primary Account,Secondary Account,GL Balance,iHub Balance
15-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,80000,101000
16-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,74000
17-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,96000,95000
18-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,79000,89000
21-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,95000,95000
22-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,79000,79000
24-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,80000,60000
29-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,84000,84000
30-06-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,82000
01-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,83000,80000
02-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,79000,79000
03-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,90000,101000
05-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,94000,94000
06-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,85000,106000
12-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,91000,91000
15-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,82000
16-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,87000,109000
17-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,94000,112000
18-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,94000,94000
21-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,82000
22-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,95000,102000
25-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,91000,91000
27-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,89000,103000
30-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,89000,89000
31-07-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,85000,89000
01-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,80000,80000
03-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,82000
04-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,87000,100000
05-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,91000,90000
06-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,88000,88000
09-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,80000,95000
11-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,87000,96000
12-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,84000,84000
13-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,92000,99000
16-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,83000,76000
17-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,90000,90000
20-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,79000,79000
21-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,85000,102000
25-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,87000,87000
28-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,95000,76000
30-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,93000
31-08-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,85000,85000
01-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,90000,97000
03-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,93000
07-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,80000,80000
08-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,85000,85000
09-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,61000
10-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,86000,82000
11-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,90000,98000
17-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,89000,65000
20-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,84000,83000
21-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,83000,71000
22-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,93000
24-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,84000,95000
25-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,79000,96000
26-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,91000,86000
29-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,80000,80000
30-09-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,84000,92000
02-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,94000,94000
03-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,84000
05-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,94000,94000
06-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,87000
07-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,85000,85000
10-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,86000,107000
11-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,89000,89000
12-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,85000,85000
13-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,95000,95000
14-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,82000
15-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,82000
18-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,86000,75000
19-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,88000,85000
20-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,90000,78000
22-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,88000,88000
23-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,94000,121000
26-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,92000,69000
28-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,79000,57000
29-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,81000,81000
31-10-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,96000,68000
03-11-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,86000,86000
06-11-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,95000,109000
09-11-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,87000,87000
12-11-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,90000,77000
14-11-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,80000,103000
17-11-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,91000,102000
19-11-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,91000,91000
20-11-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,93000
25-11-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,85000
26-11-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,82000
27-11-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,86000,74000
28-11-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,81000,59000
29-11-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,93000
30-11-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,75000
04-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,92000,85000
06-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,88000,78000
07-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,85000,81000
10-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,96000,74000
12-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,81000,73000
14-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,80000,83000
15-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,81000,81000
16-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,95000,106000
18-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,80000,80000
19-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,88000,113000
21-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,81000,91000
22-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,82000
23-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,107000
24-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,89000,64000
26-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,81000,81000
27-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,96000,82000
28-12-2024,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,91000,115000
01-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,85000,95000
03-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,87000,65000
08-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,81000,72000
09-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,79000,79000
10-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,84000,84000
12-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,92000,66000
14-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,88000,88000
15-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,79000,79000
17-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,90000,104000
18-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,83000,60000
19-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,90000,90000
20-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,89000,89000
21-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,89000,89000
23-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,71000
24-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,92000,92000
25-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,92000,97000
28-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,91000,109000
29-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,94000,106000
31-01-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,96000,105000
01-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,93000
02-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,88000,109000
06-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,91000,96000
08-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,94000,94000
09-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,76000
12-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,91000,91000
13-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,81000,88000
14-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,87000,98000
15-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,90000,90000
17-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,93000
19-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,88000,88000
22-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,79000,92000
23-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,89000,89000
24-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,91000,108000
26-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,82000,82000
28-02-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,87000,88000
03-03-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,90000,90000
05-03-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,79000,88000
08-03-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,81000,81000
11-03-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,87000,87000
13-03-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,90000,101000
14-03-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,94000,109000
15-03-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,96000,77000
17-03-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,88000,88000
18-03-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,93000,111000
20-03-2025,Baxter Inc,902,5636,USD,RETAIL LOANS,DEFERRED COSTS,85000,64000
22-03-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,34000,39000
23-03-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,32000
26-03-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,32000
27-03-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,35000
28-03-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,34000,34000
29-03-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,35000
31-03-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,43000
01-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,34000
02-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,37000
04-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,38000
05-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,35000
06-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,32000
09-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,36000
10-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,35000
12-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,43000
13-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,32000
15-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,42000
17-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,34000,27000
18-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,28000
20-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,36000
24-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,38000
25-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,36000
27-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,38000
29-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,28000
30-04-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,26000
04-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,32000
05-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,32000
06-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,34000,38000
08-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,33000
09-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,41000
11-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,36000
12-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,37000
13-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,33000
14-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,41000
15-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,33000
17-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,38000
21-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,34000
22-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,42000
24-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,31000
25-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,39000,29000
27-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,39000,39000
29-05-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,33000
01-06-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,35000
02-06-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,38000
04-06-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,32000
10-06-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,38000
12-06-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,35000
13-06-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,31000
15-06-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,37000
16-06-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,34000,36000
20-06-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,40000
22-06-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,38000
24-06-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,34000,31000
25-06-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,37000
30-06-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,44000
01-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,43000
05-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,39000,39000
07-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,27000
08-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,26000
09-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,32000
10-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,33000
11-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,28000
13-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,37000
14-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,35000
17-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,39000,39000
20-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,37000
21-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,47000
22-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,36000
26-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,46000
27-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,34000
28-07-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,35000
01-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,31000
02-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,37000
03-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,39000
06-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,37000
07-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,32000
08-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,46000
11-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,29000
12-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,37000
16-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,35000
18-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,25000
20-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,43000
22-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,35000
27-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,36000
28-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,29000
31-08-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,49000
02-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,27000
03-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,34000,34000
07-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,36000
08-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,33000
11-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,35000
12-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,42000
15-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,41000
16-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,37000
17-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,36000
19-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,37000
21-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,33000
22-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,34000,34000
25-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,27000
26-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,23000
27-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,42000
28-09-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,33000
01-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,33000
03-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,34000,34000
05-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,38000
08-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,41000
09-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,33000
10-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,34000,30000
12-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,39000,39000
13-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,34000,28000
15-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,34000,34000
17-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,43000
18-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,42000
19-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,37000
21-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,36000
22-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,34000
24-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,44000
27-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,32000
28-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,36000
29-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,37000
30-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,34000,36000
31-10-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,34000,30000
01-11-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,28000
02-11-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,36000,32000
03-11-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,38000,36000
05-11-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,35000,35000
07-11-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,33000,33000
14-11-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,37000
17-11-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,32000,32000
21-11-2024,Morton-Chase,946,3474,USD,RETAIL LOANS,PRINCIPAL,37000,43000
